age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
65,Without-pay,1002125,10th,13,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,57132,0,51,Japan,>50K
31,Without-pay,824170,7th-8th,9,Separated,Protective-serv,Husband,White,Male,38261,0,37,Cuba,<=50K
27,Never-worked,1281845,12th,16,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,83,Canada,<=50K
27,Private,1467152,Assoc-voc,8,Married-AF-spouse,Craft-repair,Not-in-family,Other,Male,55965,0,46,England,<=50K
41,Federal-gov,807877,10th,13,Married-AF-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,81462,754,69,Japan,>50K
40,Private,63958,Assoc-voc,8,Divorced,Machine-op-inspct,Wife,Other,Male,0,2253,39,Mexico,<=50K
22,State-gov,1333637,9th,5,Married-AF-spouse,Armed-Forces,Wife,White,Male,95032,0,66,Cuba,>50K
88,Without-pay,113331,11th,3,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,0,17,Puerto-Rico,<=50K
26,Self-emp-not-inc,233407,Assoc-acdm,7,Married-AF-spouse,Armed-Forces,Not-in-family,Other,Female,0,0,80,Canada,<=50K
76,Federal-gov,1101138,9th,5,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,0,0,36,Germany,<=50K
41,State-gov,436156,7th-8th,9,Widowed,Sales,Unmarried,Other,Male,42925,1854,16,Philippines,<=50K
34,Self-emp-not-inc,1432858,12th,16,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,64,Philippines,<=50K
72,Self-emp-not-inc,785574,1st-4th,14,Widowed,Handlers-cleaners,Unmarried,Black,Female,95645,0,75,India,>50K
68,Never-worked,635814,Preschool,15,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,0,0,9,Puerto-Rico,<=50K
75,Self-emp-not-inc,985799,5th-6th,12,Divorced,Other-service,Unmarried,Other,Female,0,0,58,Canada,>50K
32,Self-emp-not-inc,161957,Prof-school,11,Married-civ-spouse,Craft-repair,Own-child,Black,Male,25036,3315,89,Mexico,>50K
41,Without-pay,178220,12th,16,Never-married,Protective-serv,Wife,Amer-Indian-Eskimo,Female,0,0,67,Cambodia,<=50K
24,Private,593136,Some-college,6,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Female,35574,2604,18,Canada,>50K
18,Never-worked,745439,HS-grad,2,Widowed,Sales,Wife,Black,Male,0,0,75,England,<=50K
39,Local-gov,1451857,Some-college,6,Married-AF-spouse,Machine-op-inspct,Own-child,Black,Female,35632,0,90,Puerto-Rico,>50K
19,Never-worked,635402,Doctorate,10,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,0,0,63,Philippines,<=50K
87,State-gov,623597,Preschool,15,Widowed,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,0,2,Puerto-Rico,<=50K
89,Self-emp-inc,502016,9th,5,Married-AF-spouse,Protective-serv,Wife,White,Female,0,0,20,India,<=50K
26,State-gov,924698,Some-college,6,Separated,Armed-Forces,Unmarried,White,Male,0,3927,3,United-States,<=50K
37,Self-emp-inc,632066,Masters,4,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,3904,28,Cuba,<=50K
26,Local-gov,238482,1st-4th,14,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,0,2357,14,Germany,<=50K
28,Private,1142676,Masters,4,Married-AF-spouse,Farming-fishing,Husband,Black,Female,0,0,47,Puerto-Rico,<=50K
66,Federal-gov,1071583,Prof-school,11,Married-civ-spouse,Prof-specialty,Unmarried,Other,Male,0,0,81,Japan,>50K
26,Without-pay,497256,7th-8th,9,Never-married,Craft-repair,Own-child,White,Female,0,3292,23,Canada,<=50K
68,Never-worked,637650,1st-4th,14,Divorced,Other-service,Other-relative,White,Female,35329,0,57,Canada,>50K
38,State-gov,1356588,10th,13,Divorced,Sales,Husband,Black,Male,0,2802,45,United-States,<=50K
19,Self-emp-not-inc,625893,HS-grad,2,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0,0,82,Cambodia,<=50K
69,Self-emp-not-inc,1192433,1st-4th,14,Married-spouse-absent,Protective-serv,Own-child,Black,Male,0,0,88,Philippines,>50K
26,Private,925711,11th,3,Never-married,Transport-moving,Other-relative,White,Male,76449,0,98,Puerto-Rico,>50K
44,Never-worked,1175997,10th,13,Widowed,Sales,Own-child,Black,Male,51254,0,82,Mexico,>50K
18,State-gov,517376,Assoc-voc,8,Never-married,Farming-fishing,Other-relative,White,Male,0,0,22,Cuba,<=50K
86,Self-emp-inc,934292,Some-college,6,Separated,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,0,2005,5,Germany,<=50K
71,State-gov,654692,7th-8th,9,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,47812,602,47,England,>50K
78,State-gov,268089,Some-college,6,Married-AF-spouse,Craft-repair,Own-child,Other,Male,44586,3458,28,Philippines,>50K
75,Local-gov,901652,Masters,4,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,0,3322,54,Cambodia,<=50K
61,Local-gov,882131,9th,5,Divorced,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,16,England,<=50K
86,Private,1018504,1st-4th,14,Separated,Sales,Not-in-family,Black,Female,0,0,6,United-States,>50K
58,State-gov,243346,10th,13,Married-AF-spouse,Priv-house-serv,Husband,Black,Female,0,716,41,Japan,<=50K
72,Federal-gov,530249,Preschool,15,Married-civ-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,0,1770,38,Cuba,<=50K
53,Federal-gov,468393,11th,3,Married-AF-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,61,Puerto-Rico,<=50K
51,Never-worked,365698,10th,13,Married-spouse-absent,Handlers-cleaners,Wife,Other,Female,0,0,62,United-States,<=50K
72,Private,544364,11th,3,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,0,0,16,United-States,<=50K
78,Never-worked,866611,7th-8th,9,Married-civ-spouse,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,8,Philippines,<=50K
40,Self-emp-inc,88992,Assoc-voc,8,Married-AF-spouse,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,0,0,85,Puerto-Rico,<=50K
24,Without-pay,615456,Bachelors,1,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander,Male,6309,724,83,Germany,>50K
81,State-gov,1065403,10th,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,33,Cuba,>50K
45,Without-pay,719568,11th,3,Widowed,Farming-fishing,Own-child,Other,Female,0,0,86,India,<=50K
24,Self-emp-not-inc,1440796,Bachelors,1,Widowed,Sales,Own-child,White,Female,0,0,34,Canada,<=50K
61,State-gov,1497310,HS-grad,2,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,73749,0,13,Mexico,>50K
67,Self-emp-not-inc,700337,Bachelors,1,Married-civ-spouse,Farming-fishing,Husband,Other,Female,0,0,26,Japan,<=50K
32,Private,496060,7th-8th,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,79,India,<=50K
46,Self-emp-not-inc,1471353,HS-grad,2,Widowed,Priv-house-serv,Husband,White,Female,41678,1877,36,England,>50K
25,State-gov,162210,Assoc-voc,8,Widowed,Prof-specialty,Husband,Other,Male,0,3536,98,Cuba,>50K
38,State-gov,1179616,10th,13,Never-married,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,Germany,<=50K
81,State-gov,421310,Masters,4,Separated,Craft-repair,Wife,Other,Male,0,0,14,Japan,<=50K
25,Federal-gov,1112242,Masters,4,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0,0,90,Japan,<=50K
35,Self-emp-inc,1436919,HS-grad,2,Separated,Sales,Unmarried,White,Male,0,187,95,Canada,<=50K
36,Self-emp-not-inc,919520,11th,3,Separated,Exec-managerial,Not-in-family,Other,Female,40967,3466,94,United-States,>50K
50,Local-gov,1181945,9th,5,Married-spouse-absent,Farming-fishing,Wife,Other,Male,0,0,73,Philippines,<=50K
48,Local-gov,274809,1st-4th,14,Widowed,Other-service,Other-relative,Other,Female,93570,0,8,Cuba,>50K
84,State-gov,1379045,HS-grad,2,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,55,Germany,<=50K
28,Never-worked,743037,Assoc-acdm,7,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,668,52,Cuba,<=50K
28,State-gov,228911,9th,5,Never-married,Exec-managerial,Own-child,White,Male,0,0,67,Mexico,>50K
48,State-gov,1373624,7th-8th,9,Married-AF-spouse,Other-service,Husband,Black,Male,81590,0,53,Puerto-Rico,>50K
24,Federal-gov,629056,Prof-school,11,Never-married,Adm-clerical,Unmarried,Black,Male,33100,4348,86,Mexico,>50K
69,State-gov,973365,10th,13,Never-married,Protective-serv,Not-in-family,Other,Male,7528,2537,11,England,>50K
67,State-gov,613620,12th,16,Separated,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,47,India,>50K
53,Local-gov,388078,Masters,4,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,0,0,75,Cambodia,<=50K
58,Private,1150688,Some-college,6,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0,0,57,Cambodia,<=50K
89,Local-gov,1400644,5th-6th,12,Never-married,Armed-Forces,Not-in-family,White,Female,0,0,67,Cuba,<=50K
61,Local-gov,1149065,Assoc-acdm,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,66,Germany,>50K
57,Federal-gov,522908,Assoc-voc,8,Married-civ-spouse,Tech-support,Other-relative,Other,Female,0,0,55,United-States,>50K
71,Local-gov,1212682,Assoc-acdm,7,Widowed,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,15,Germany,<=50K
50,State-gov,665268,12th,16,Married-AF-spouse,Other-service,Unmarried,Other,Male,13295,0,62,India,>50K
55,State-gov,317154,Bachelors,1,Never-married,Adm-clerical,Unmarried,White,Male,81616,0,37,Cuba,>50K
64,Private,1314192,5th-6th,12,Separated,Other-service,Unmarried,Black,Female,0,0,98,Cuba,>50K
43,Never-worked,1391989,Prof-school,11,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,721,68,Japan,>50K
37,Self-emp-inc,1037150,Assoc-voc,8,Separated,Craft-repair,Husband,Black,Male,0,2114,50,Cambodia,<=50K
64,Self-emp-inc,622445,Assoc-acdm,7,Married-AF-spouse,Handlers-cleaners,Own-child,White,Female,0,0,91,Mexico,<=50K
28,State-gov,391056,9th,5,Never-married,Craft-repair,Other-relative,White,Female,0,0,54,Cambodia,<=50K
21,State-gov,1124719,Bachelors,1,Married-spouse-absent,Priv-house-serv,Husband,White,Female,78702,0,77,Mexico,<=50K
75,State-gov,1333323,Masters,4,Widowed,Craft-repair,Not-in-family,White,Female,87274,0,39,England,<=50K
47,Private,919750,Doctorate,10,Widowed,Farming-fishing,Unmarried,Other,Male,0,1892,47,Japan,<=50K
21,Never-worked,1009029,7th-8th,9,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,939,4,Mexico,<=50K
39,Self-emp-inc,718597,Doctorate,10,Separated,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,1263,0,26,Mexico,<=50K
28,Never-worked,502161,10th,13,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,78,Mexico,>50K
27,Never-worked,1339292,12th,16,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Female,0,2453,96,England,>50K
31,Self-emp-not-inc,665162,Some-college,6,Married-AF-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,0,0,37,Germany,<=50K
21,Without-pay,1351796,Assoc-voc,8,Married-spouse-absent,Armed-Forces,Husband,White,Female,0,0,32,Cambodia,<=50K
29,Local-gov,1038627,HS-grad,2,Never-married,Priv-house-serv,Husband,Other,Male,72322,0,95,Japan,>50K
85,Self-emp-not-inc,708692,9th,5,Divorced,Transport-moving,Unmarried,Black,Female,0,0,4,India,<=50K
60,Never-worked,1182174,Doctorate,10,Divorced,Adm-clerical,Other-relative,Black,Male,0,0,58,Germany,>50K
42,Never-worked,898306,Masters,4,Married-AF-spouse,Handlers-cleaners,Unmarried,Other,Male,0,0,14,England,<=50K
80,Federal-gov,1242027,9th,5,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Female,63235,0,17,Japan,>50K
37,Without-pay,34447,Assoc-voc,8,Divorced,Handlers-cleaners,Unmarried,Other,Male,0,1950,72,India,<=50K
70,Self-emp-inc,585538,HS-grad,2,Widowed,Prof-specialty,Not-in-family,White,Female,53789,0,95,Puerto-Rico,>50K
46,Private,15684,Preschool,15,Married-AF-spouse,Adm-clerical,Wife,Black,Female,0,231,67,Cuba,>50K
77,Self-emp-not-inc,316900,1st-4th,14,Divorced,Other-service,Not-in-family,White,Female,0,0,11,Cuba,<=50K
60,Local-gov,560966,Assoc-voc,8,Married-spouse-absent,Prof-specialty,Husband,Black,Female,0,0,79,England,>50K
18,Self-emp-not-inc,1419187,Preschool,15,Married-spouse-absent,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,0,0,13,Cambodia,<=50K
22,Never-worked,1206253,Masters,4,Separated,Prof-specialty,Own-child,Black,Male,0,0,48,Puerto-Rico,<=50K
21,Without-pay,257437,Some-college,6,Married-spouse-absent,Armed-Forces,Wife,Other,Female,0,93,76,Cuba,<=50K
85,State-gov,794671,Assoc-voc,8,Never-married,Exec-managerial,Not-in-family,Other,Female,0,1727,68,Cambodia,>50K
18,Private,1369735,5th-6th,12,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Male,83890,0,5,Cuba,<=50K
32,Local-gov,594978,7th-8th,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,77,Mexico,<=50K
50,Never-worked,1195285,Assoc-acdm,7,Widowed,Craft-repair,Not-in-family,White,Female,0,4332,10,Philippines,<=50K
24,Federal-gov,1423526,1st-4th,14,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,0,0,62,Germany,>50K
31,Local-gov,1244215,Masters,4,Never-married,Protective-serv,Other-relative,Amer-Indian-Eskimo,Male,44887,4280,14,United-States,<=50K
78,Local-gov,376539,10th,13,Married-AF-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,36,Cambodia,<=50K
89,Without-pay,382435,Prof-school,11,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,0,2386,7,Cuba,<=50K
69,Without-pay,86974,10th,13,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Female,0,2775,33,Philippines,>50K
44,Never-worked,738308,7th-8th,9,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,91,Cambodia,>50K
88,Private,210104,5th-6th,12,Married-AF-spouse,Craft-repair,Other-relative,Other,Female,0,2206,59,Cuba,<=50K
37,Self-emp-not-inc,980030,Masters,4,Married-civ-spouse,Protective-serv,Other-relative,Black,Male,0,0,86,India,>50K
80,Federal-gov,694618,Bachelors,1,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,2320,87,Puerto-Rico,<=50K
77,Local-gov,636198,7th-8th,9,Divorced,Tech-support,Other-relative,Black,Male,0,0,27,England,<=50K
64,Never-worked,363463,Doctorate,10,Never-married,Other-service,Unmarried,Other,Female,0,0,56,United-States,<=50K
85,Self-emp-not-inc,255924,11th,3,Married-AF-spouse,Armed-Forces,Other-relative,White,Male,0,0,65,United-States,<=50K
81,Local-gov,1497971,Masters,4,Divorced,Protective-serv,Unmarried,Black,Female,0,0,80,Japan,<=50K
85,Self-emp-not-inc,1248626,1st-4th,14,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,12102,0,8,India,>50K
44,Self-emp-inc,710120,Prof-school,11,Married-AF-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,396,1990,16,India,>50K
75,Private,956532,Prof-school,11,Divorced,Prof-specialty,Wife,White,Male,71773,0,12,Mexico,>50K
24,State-gov,886993,Masters,4,Divorced,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,80,Canada,<=50K
43,Local-gov,915245,5th-6th,12,Separated,Transport-moving,Unmarried,Black,Male,2999,0,31,United-States,>50K
78,Private,878224,1st-4th,14,Separated,Other-service,Not-in-family,Black,Female,72573,0,30,Cambodia,>50K
64,Self-emp-not-inc,777277,Some-college,6,Married-AF-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,56,Germany,<=50K
84,Federal-gov,29048,Masters,4,Married-AF-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,30,England,<=50K
80,Self-emp-inc,1344043,Prof-school,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,78,India,<=50K
87,Never-worked,809818,7th-8th,9,Divorced,Prof-specialty,Not-in-family,Other,Female,4540,0,32,Canada,>50K
73,Self-emp-inc,476763,10th,13,Never-married,Sales,Husband,Asian-Pac-Islander,Female,71358,0,40,United-States,>50K
50,Never-worked,565180,7th-8th,9,Married-spouse-absent,Prof-specialty,Own-child,Asian-Pac-Islander,Male,25631,0,74,Germany,>50K
22,State-gov,1070719,Doctorate,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,60,Canada,<=50K
23,State-gov,1402607,HS-grad,2,Married-spouse-absent,Transport-moving,Own-child,Other,Female,0,0,5,Mexico,<=50K
63,Self-emp-not-inc,1303416,5th-6th,12,Married-civ-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,69481,0,49,Germany,>50K
82,Self-emp-inc,374433,Some-college,6,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Mexico,<=50K
57,Private,17432,10th,13,Divorced,Sales,Wife,Other,Female,0,0,47,Germany,<=50K
87,State-gov,1101119,Assoc-acdm,7,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,56,United-States,<=50K
21,Federal-gov,1398179,11th,3,Married-civ-spouse,Armed-Forces,Unmarried,White,Female,0,757,56,India,<=50K
31,Self-emp-inc,203471,Prof-school,11,Separated,Armed-Forces,Not-in-family,Other,Female,54194,0,71,United-States,>50K
85,Private,650542,Masters,4,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,1152,39,United-States,<=50K
62,Federal-gov,143898,7th-8th,9,Married-AF-spouse,Protective-serv,Unmarried,Black,Female,42165,1959,64,Cuba,>50K
68,Without-pay,307028,Bachelors,1,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,71,Cambodia,<=50K
88,Federal-gov,1151571,Masters,4,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Male,92678,0,73,England,>50K
56,Self-emp-not-inc,1267522,10th,13,Married-AF-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,32,Germany,<=50K
42,Without-pay,848605,Masters,4,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,79,Cambodia,>50K
58,Self-emp-inc,570259,Some-college,6,Married-AF-spouse,Sales,Own-child,Amer-Indian-Eskimo,Female,119,0,65,Germany,>50K
49,Self-emp-not-inc,1289510,Assoc-voc,8,Married-civ-spouse,Handlers-cleaners,Own-child,Other,Male,0,0,89,India,<=50K
89,Never-worked,882281,Prof-school,11,Married-spouse-absent,Machine-op-inspct,Own-child,Other,Male,0,0,5,Canada,>50K
86,Private,807531,Masters,4,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,0,69,Puerto-Rico,<=50K
51,Self-emp-not-inc,669526,9th,5,Married-AF-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,3181,91,Cambodia,>50K
68,State-gov,33846,10th,13,Separated,Armed-Forces,Unmarried,Asian-Pac-Islander,Female,86389,1442,82,Cambodia,>50K
20,Self-emp-not-inc,1114393,Bachelors,1,Never-married,Farming-fishing,Wife,Other,Male,0,0,35,Japan,<=50K
77,Private,342203,Doctorate,10,Widowed,Adm-clerical,Unmarried,Other,Female,48913,3803,47,Cambodia,>50K
78,Self-emp-inc,1148155,Masters,4,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,25,India,<=50K
64,Never-worked,1397747,Some-college,6,Married-spouse-absent,Armed-Forces,Other-relative,White,Male,0,0,53,Japan,<=50K
48,Private,179853,Bachelors,1,Divorced,Transport-moving,Husband,White,Male,0,0,63,Cuba,<=50K
71,Private,617828,Some-college,6,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0,0,71,Puerto-Rico,<=50K
30,State-gov,263401,Assoc-voc,8,Married-AF-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,28061,0,49,Puerto-Rico,<=50K
51,Self-emp-not-inc,492477,Assoc-acdm,7,Married-AF-spouse,Armed-Forces,Wife,Other,Female,0,0,81,Mexico,>50K
46,Self-emp-inc,527949,Prof-school,11,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,2,Mexico,>50K
66,Private,850265,12th,16,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,57,Cambodia,>50K
76,Self-emp-inc,384158,12th,16,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Male,62535,0,15,India,>50K
31,Without-pay,526546,Some-college,6,Divorced,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,0,0,76,Germany,<=50K
64,Without-pay,1118442,Prof-school,11,Married-civ-spouse,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0,1750,7,Mexico,<=50K
32,Local-gov,961250,11th,3,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,66,Mexico,<=50K
70,Never-worked,1090630,Assoc-acdm,7,Never-married,Transport-moving,Own-child,White,Female,0,0,91,Puerto-Rico,>50K
35,Private,106070,10th,13,Divorced,Priv-house-serv,Husband,Other,Male,0,0,61,Puerto-Rico,<=50K
64,Self-emp-inc,977275,1st-4th,14,Married-civ-spouse,Sales,Own-child,Other,Male,9126,0,21,Canada,>50K
62,Self-emp-inc,163163,Doctorate,10,Widowed,Farming-fishing,Own-child,Other,Male,0,0,82,Philippines,<=50K
50,Self-emp-inc,754900,1st-4th,14,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,1756,93,Mexico,<=50K
36,Federal-gov,383023,Preschool,15,Never-married,Transport-moving,Other-relative,White,Male,0,0,95,Cambodia,<=50K
72,Self-emp-inc,1075029,11th,3,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,76423,0,18,Philippines,>50K
62,Self-emp-inc,335760,9th,5,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Female,19224,0,15,Cambodia,<=50K
45,Federal-gov,212127,Assoc-acdm,7,Married-AF-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,0,0,87,Puerto-Rico,>50K
68,Private,313910,Preschool,15,Widowed,Farming-fishing,Wife,Other,Male,9188,0,5,India,>50K
44,Without-pay,383209,Assoc-voc,8,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,67221,0,18,Germany,<=50K
70,Without-pay,1146946,Doctorate,10,Widowed,Tech-support,Not-in-family,Black,Male,0,0,25,Canada,<=50K
31,Private,1469611,HS-grad,2,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,4346,84,Philippines,<=50K
57,Local-gov,162177,HS-grad,2,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,74,Cuba,<=50K
41,Without-pay,87598,Masters,4,Married-spouse-absent,Armed-Forces,Wife,White,Male,47504,0,24,Puerto-Rico,<=50K
27,Private,1340429,11th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,61,Canada,<=50K
19,Private,809526,Assoc-acdm,7,Never-married,Sales,Husband,Other,Female,0,0,91,India,<=50K
72,Never-worked,98616,Masters,4,Divorced,Other-service,Wife,Other,Female,38353,0,10,Cuba,<=50K
68,State-gov,625995,HS-grad,2,Married-spouse-absent,Protective-serv,Wife,Black,Female,79164,2424,81,Germany,>50K
48,Never-worked,313631,11th,3,Married-AF-spouse,Other-service,Not-in-family,Other,Female,0,1588,6,Philippines,<=50K
71,Self-emp-inc,1424289,Prof-school,11,Divorced,Machine-op-inspct,Wife,Black,Male,0,0,51,Cuba,>50K
17,Federal-gov,1390707,Some-college,6,Married-spouse-absent,Tech-support,Wife,Other,Male,0,1219,14,England,<=50K
70,Without-pay,892716,Assoc-voc,8,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,20,India,>50K
66,State-gov,475408,11th,3,Divorced,Transport-moving,Own-child,White,Female,0,0,35,Japan,<=50K
59,Federal-gov,728745,Assoc-voc,8,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,84,England,>50K
72,State-gov,226501,Doctorate,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,844,64,India,<=50K
49,Federal-gov,402080,HS-grad,2,Separated,Sales,Husband,Black,Male,0,0,2,Cambodia,<=50K
79,Local-gov,1164520,12th,16,Separated,Adm-clerical,Unmarried,White,Female,11903,0,60,Germany,>50K
73,Never-worked,1449078,Bachelors,1,Never-married,Other-service,Not-in-family,White,Female,82144,0,54,Cambodia,>50K
38,Without-pay,663931,Masters,4,Married-spouse-absent,Other-service,Unmarried,Black,Female,22557,0,27,India,<=50K
66,Without-pay,740779,Some-college,6,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,4,Cuba,<=50K
63,Self-emp-inc,172840,5th-6th,12,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,24951,2746,1,Germany,>50K
46,Federal-gov,129607,Assoc-voc,8,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,12,India,<=50K
88,Federal-gov,309848,Prof-school,11,Separated,Exec-managerial,Own-child,White,Male,0,2434,81,Canada,>50K
63,Local-gov,1383625,Bachelors,1,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,2013,34,Germany,<=50K
28,Self-emp-inc,745837,12th,16,Never-married,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Female,47896,0,4,United-States,>50K
62,Private,768281,Assoc-voc,8,Never-married,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,0,0,39,Japan,<=50K
87,Self-emp-inc,1053108,Doctorate,10,Separated,Protective-serv,Unmarried,Other,Female,0,0,86,Mexico,>50K
36,Self-emp-not-inc,874746,HS-grad,2,Divorced,Exec-managerial,Own-child,White,Female,0,0,88,Mexico,<=50K
28,Never-worked,1025134,9th,5,Separated,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,0,2130,20,Cambodia,<=50K
80,Federal-gov,80324,1st-4th,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,93,England,>50K
84,Private,198142,Some-college,6,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,38,Cambodia,<=50K
89,Private,270386,Assoc-voc,8,Married-AF-spouse,Priv-house-serv,Wife,Asian-Pac-Islander,Male,0,0,86,India,<=50K
63,Federal-gov,914312,Assoc-voc,8,Married-spouse-absent,Armed-Forces,Not-in-family,White,Male,0,0,78,Canada,<=50K
65,Never-worked,304367,Doctorate,10,Separated,Prof-specialty,Husband,Black,Female,0,0,23,United-States,>50K
17,Local-gov,344690,Assoc-voc,8,Never-married,Adm-clerical,Other-relative,White,Female,0,0,7,India,<=50K
